index,amount,date,accountId,type
611,42,9/10/2019,5100149668625364,mastercard
612,9,3/22/2018,3584797140718932,jcb
613,96,6/11/2018,377159845919702,americanexpress
614,66,12/7/2016,3547327884853723,jcb
615,71,10/29/2021,3587001488996383,jcb
616,32,4/7/2020,201443072031759,diners-club-enroute
617,2,6/4/2019,5461372643665155,diners-club-us-ca
618,100,11/12/2020,3574745694460866,jcb
619,39,12/7/2018,374288791908782,americanexpress
620,70,6/2/2021,5602245529207484,bankcard
621,71,7/9/2020,4026107305910551,visa-electron
622,55,2/22/2017,3556942002267842,jcb
623,25,1/11/2021,201714820039371,diners-club-enroute
624,1,4/14/2019,3558397012877551,jcb
625,56,6/30/2017,6759679885697566650,switch
626,39,11/13/2021,6771177925090206728,laser
627,69999,7/15/2016,4820712209870229,visa
628,41,5/7/2022,56022559575075834,china-unionpay
629,27,8/15/2021,3529420082930153,jcb
630,54,2/26/2020,4844835910984302,visa-electron
631,99,3/21/2018,3569969232291925,jcb
632,98,4/21/2020,6331107336406419633,switch
633,35,12/13/2020,6379635707297910,instapayment
634,99,6/7/2017,3561791935983006,jcb
635,59,4/8/2018,3533825893189514,jcb
636,33,1/15/2019,4041593977796,visa
637,83,10/18/2021,5100132953569562,mastercard
638,63,1/13/2021,6759066541373319184,switch
639,14,1/15/2018,3539328183174845,jcb
640,1,4/25/2019,4917927211831647,visa-electron
641,34,6/28/2022,5602227114571581,bankcard
642,67,5/19/2019,3552957189961490,jcb
643,16,12/6/2018,30136871712341,diners-club-carte-blanche
644,87,8/26/2018,3574064321181634,jcb
645,43,11/16/2017,3561398070273175,jcb
646,55,11/8/2016,5602244239874105,bankcard
647,49,6/20/2017,201903352965729,diners-club-enroute
648,14,2/20/2022,5610395011105207,bankcard
649,4,5/9/2019,344253983069725,americanexpress
650,21,6/25/2016,3588010314310155,jcb
651,70,10/16/2020,6331109574741357385,switch
652,77,1/6/2021,5602223491719299,bankcard
653,5,11/19/2019,4903222226218611808,switch
654,89,9/10/2019,56022535072655906,china-unionpay
655,32,1/17/2020,374288095683065,americanexpress
656,44,5/2/2021,503876640366680632,maestro
657,82,7/2/2020,372733251851610,americanexpress
658,51,1/8/2020,5641829109663011785,switch
659,61,10/28/2018,30570993976477,diners-club-carte-blanche
660,35,6/23/2018,5100139300893496,mastercard
661,55,3/16/2019,4175009164938781,visa-electron
662,64,11/26/2017,67634651368449008,maestro
663,76,12/24/2019,3578634906670734,jcb
664,84,6/13/2022,3552025257056153,jcb
665,46,3/27/2019,060464020050714998,maestro
666,80,2/25/2021,6759828199725198258,maestro
667,27,1/22/2017,6767538309322967518,solo
668,49,8/22/2022,67093278084555076,laser
669,62,11/10/2016,3532884532413356,jcb
670,32,8/3/2017,3541723229974719,jcb
671,62,7/1/2022,3548605710348052,jcb
672,61,1/17/2021,36312982454446,diners-club-international
673,44,7/8/2017,6709265388699783832,laser
674,36,4/6/2022,564182379203609972,switch
675,3,11/11/2022,3583329052777143,jcb
676,82,3/3/2019,6709219400292634,laser
677,99,8/9/2018,3568646676097890,jcb
678,28,8/27/2022,56022128193312340,china-unionpay
679,50,4/23/2020,4883059942040,visa
680,54,12/13/2017,3557551921440635,jcb
681,13,6/29/2022,3546752466672491,jcb
682,27,2/16/2022,30158211864962,diners-club-carte-blanche
683,17,11/6/2017,3539910510338282,jcb
684,83,7/24/2017,30584925813229,diners-club-carte-blanche
685,15,10/17/2016,5602246839259462,bankcard
686,7,1/26/2020,3555807932717300,jcb
687,91,12/8/2017,67619300524007255,maestro
688,71,9/2/2022,4041373824003473,visa
689,52,5/8/2022,3585985124392159,jcb
690,83,1/6/2019,5602252838392668,bankcard
691,5,7/2/2017,3585370909947222,jcb
692,45,7/11/2021,5100174783286868,mastercard
693,63,9/22/2017,5602235667034204,bankcard
694,43,2/20/2020,4936183891183894759,switch
695,5,2/12/2019,4911793780978789,switch
696,18,1/23/2018,5461504326490291,mastercard
697,18,12/5/2018,3560571698308125,jcb
698,98,7/25/2016,67717312800731095,laser
699,2,12/30/2021,3528155647307635,jcb
700,96,7/30/2017,5007661711067794,mastercard
701,14,1/4/2020,3588718305039555,jcb
702,23,5/11/2022,30246824372620,diners-club-carte-blanche
703,16,3/16/2017,4017956686844,visa
704,48,4/3/2020,4844614728788605,visa-electron
705,22,11/29/2017,490548568153321417,switch
706,40,6/23/2018,3562835465008509,jcb
707,19,5/2/2022,5007664188690395,mastercard
708,31,5/28/2022,5002352913211951,mastercard
709,74,6/5/2019,3578259787695947,jcb
710,26,7/3/2021,5222802573663192,mastercard
711,94,6/19/2018,3529108417414676,jcb
712,2,8/30/2019,3567088745832984,jcb
713,96,7/2/2022,3575549181736427,jcb
714,20,1/26/2018,3547224227708328,jcb
715,22,12/16/2021,3572450260412779,jcb
716,75,12/23/2017,3567629947693037,jcb
717,17,8/18/2020,633399508703654730,switch
718,23,11/26/2016,3574730615547496,jcb
719,64,9/2/2021,5108757920072589,mastercard
720,18,2/5/2018,3580005496556391,jcb
721,81,2/17/2017,3586981929063342,jcb
722,41,7/2/2022,3562576502382339,jcb
723,56,11/12/2021,3582832767995307,jcb
724,43,10/2/2016,3571528208070170,jcb
725,13,5/19/2020,67633023980840314,maestro
726,90,1/9/2019,5100172190394069,mastercard
727,31,11/28/2018,3583119325211875,jcb
728,12,3/11/2017,3545079877098830,jcb
729,79,11/24/2021,3532187395996271,jcb
730,51,11/27/2016,3575625981147757,jcb
731,100,6/12/2019,5010120885182181,mastercard
732,40,3/12/2017,201467526182801,diners-club-enroute
733,85,7/10/2016,4913915742840777,visa-electron
734,69999,3/8/2018,3589586474659803,jcb
735,4,7/14/2017,3538579436152787,jcb
736,96,3/11/2017,3534693873510698,jcb
737,71,5/16/2017,201701709076541,diners-club-enroute
738,28,1/1/2018,3535559018842461,jcb
739,62,12/5/2017,6333278784300634089,switch
740,49,10/18/2016,3583679353248677,jcb
741,71,5/4/2018,3549345975339954,jcb
742,76,4/8/2021,3537898819941140,jcb
743,27,6/8/2016,3557441358172101,jcb
744,43,7/29/2020,63042119591033549,maestro
745,65,10/10/2022,3550694522223831,jcb
746,24,10/22/2018,374288368575238,americanexpress
747,91,9/20/2020,3539342949430060,jcb
748,81,3/8/2017,6759296580756223,maestro
749,58,5/20/2019,30565542316290,diners-club-carte-blanche
750,82,8/28/2016,4844398055091953,visa-electron
751,45,2/29/2020,30269704670483,diners-club-carte-blanche
752,62,7/21/2019,5435401624906479,diners-club-us-ca
753,38,11/8/2019,6759175873844555874,maestro
754,93,10/17/2016,3572940985853364,jcb
755,83,6/25/2017,6759587954381964,maestro
756,54,8/18/2018,4175004451530151,visa-electron
757,94,7/2/2016,5532044418144667,diners-club-us-ca
758,35,6/7/2018,6304710889632238439,maestro
759,24,1/22/2022,3538063118821225,jcb
760,41,5/31/2022,3544650428972953,jcb
761,76,8/10/2021,30065545480003,diners-club-carte-blanche
762,44,4/2/2017,5100132716948905,mastercard
763,39,5/24/2016,3532907647952958,jcb
764,24,5/23/2022,490329934238768516,switch
765,16,6/18/2021,3575193238653507,jcb
766,21,7/15/2021,3579190290510415,jcb
767,97,5/14/2016,3572627621492836,jcb
768,98,5/27/2022,36395984749558,diners-club-international
769,4,4/30/2018,6399590178806358,instapayment
770,7,10/14/2022,3557930224030121,jcb
771,62,3/21/2021,4903677190593694,switch
772,78,11/10/2020,201993388605837,diners-club-enroute
773,19,10/27/2017,3566954003889779,jcb
774,5,7/18/2022,6331109012020318166,switch
775,59,9/17/2016,6771514069265480,laser
776,73,9/15/2020,337941733017528,americanexpress
777,34,4/29/2022,4903184887054742,switch
778,83,1/15/2021,3562319765593742,jcb
779,69999,4/25/2022,3558300746928393,jcb
780,41,8/20/2019,3553560416550406,jcb
781,11,1/23/2018,4911525743999720,switch
782,65,9/20/2018,6333190369127671632,switch
783,43,10/13/2020,67091113147780530,laser
784,2,2/7/2021,6334791410686255,solo
785,59,6/9/2018,5499726806547946,diners-club-us-ca
786,86,7/2/2018,490354029722540022,switch
787,92,1/18/2021,5410711926364196,diners-club-us-ca
788,81,6/12/2017,5505758854559574,diners-club-us-ca
789,54,5/8/2016,372981598458470,americanexpress
790,80,8/26/2018,4405046608890006,visa-electron
791,11,4/12/2017,3558714389408515,jcb
792,1,1/19/2022,6372062271816305,instapayment
793,18,10/15/2017,3534070840105565,jcb
794,78,12/9/2017,6767265707925052035,solo
795,85,6/13/2019,201620933194849,diners-club-enroute
796,20,7/3/2020,5572086419494055,mastercard
797,35,6/6/2020,5007668957330596,mastercard
798,97,2/20/2018,3553264409239487,jcb
799,68,2/13/2019,4903821865950233985,switch
800,53,10/16/2020,4913490456328047,visa-electron
801,50,10/21/2021,4041590043888844,visa
802,56,6/20/2018,3568521737726300,jcb
803,78,11/21/2021,3587317856797306,jcb
804,63,11/22/2020,6331106085517947997,switch
805,73,3/22/2019,63049254851992713,maestro
806,93,1/13/2017,4936038762067368862,switch
807,19,7/10/2017,4041376705846167,visa
808,11,10/16/2020,4026732378740807,visa-electron
809,72,6/15/2018,3587957272457421,jcb
810,71,4/23/2022,3577405551911009,jcb
811,32,6/29/2019,30005890433413,diners-club-carte-blanche
812,98,6/4/2018,5602236164894710,bankcard
813,76,3/9/2021,5108757585063899,mastercard
814,96,2/13/2021,4903801930326336,switch
815,51,4/21/2018,3547219259659340,jcb
816,32,8/31/2017,060458040564729413,maestro
817,17,12/8/2018,56022247037312603,china-unionpay
818,5,7/23/2021,633471855897985060,solo
819,66,6/11/2018,374288828076314,americanexpress
820,55,1/28/2017,3531585994826487,jcb
821,19,6/24/2017,493643505308475944,switch
822,65,5/30/2019,201758265939470,diners-club-enroute
823,51,11/2/2016,56100122189987277,china-unionpay
824,51,2/22/2017,3585916595003561,jcb
825,87,2/24/2021,3552917123790918,jcb
826,93,7/5/2020,374622097039506,americanexpress
827,28,10/18/2021,5010129735898300,mastercard
828,82,8/7/2018,5100170470940122,mastercard
829,16,1/17/2017,6333919419861216654,switch
830,38,3/22/2022,6388202905317880,instapayment
831,93,6/26/2019,3556427136335046,jcb
832,79,7/8/2017,3573650771441683,jcb
833,77,1/1/2018,3529240678298173,jcb
834,40,9/10/2018,3563432352563348,jcb
835,97,3/17/2020,3548175328445781,jcb
836,77,12/26/2017,3558813515548895,jcb
837,45,3/26/2021,3563874272406654,jcb
838,5,8/4/2021,36668460479001,diners-club-international
839,84,3/31/2022,3571794713153014,jcb
840,79,11/8/2016,3562011731623428,jcb
841,42,11/12/2018,3584776381399818,jcb
842,42,3/6/2019,30087548349910,diners-club-carte-blanche
843,38,7/9/2017,4026567497342345,visa-electron
844,23,8/24/2018,5602255980436084,bankcard
845,70,1/6/2017,3564207578927835,jcb
846,72,3/18/2019,491110261816297069,switch
847,63,2/21/2017,5010121293409737,mastercard
848,20,9/14/2019,3563745945588690,jcb
849,3,12/22/2018,4026341246870760,visa-electron
850,61,5/20/2021,5412525516037220,diners-club-us-ca
851,68,10/28/2017,3528457000416320,jcb
852,19,5/11/2020,50203190079989595,maestro
853,54,2/1/2021,3570954125669467,jcb
854,65,12/29/2020,3529645358434882,jcb
855,14,3/6/2019,30304878142389,diners-club-carte-blanche
856,13,11/29/2017,3545567251405951,jcb
857,47,4/15/2022,3558412043910659,jcb
858,26,9/15/2016,501880834966017000,maestro
859,3,11/24/2019,3538062287000132,jcb
860,65,6/18/2020,5100144218843690,mastercard
861,57,4/7/2022,6304501639294161,laser
862,57,8/8/2019,5100174171844856,mastercard
863,5,8/6/2020,5602240935050529,china-unionpay
864,74,10/31/2017,3572522490384497,jcb
865,15,10/29/2021,3538238066781015,jcb
866,53,1/29/2017,5108759649145415,mastercard
867,92,6/3/2021,3576732100958509,jcb
868,9,7/8/2019,06045643335436235,maestro
869,54,11/7/2022,5602259634640893,china-unionpay
870,43,4/14/2019,3539514574216648,jcb
871,90,12/29/2016,30324089660144,diners-club-carte-blanche
872,27,10/17/2019,374622596821156,americanexpress
873,11,8/11/2022,5610514492806766,china-unionpay
874,72,9/18/2019,5048373523952590,mastercard
875,1,7/15/2016,3572683930261800,jcb
876,66,12/31/2017,201703488804051,diners-club-enroute
877,63,2/7/2022,4879631821329820,visa
878,53,10/24/2021,6759363512486231319,maestro
879,91,5/15/2022,374283066701442,americanexpress
880,15,8/31/2022,6761265350828336,maestro
881,4,10/2/2018,3547347331280247,jcb
882,93,1/31/2021,5434174740578438,mastercard
883,42,2/28/2018,3575761104806993,jcb
884,67,3/11/2019,3580911892176199,jcb
885,23,12/21/2017,5602243825299115,bankcard
886,57,12/20/2018,3584361287568301,jcb
887,72,2/15/2019,3548947883387875,jcb
888,30,10/24/2021,3550763685061054,jcb
889,21,7/24/2019,3541011048829201,jcb
890,35,2/19/2022,589390292685149448,maestro
891,66,7/20/2019,4917121406444958,visa-electron
892,79,4/7/2017,3578582000349491,jcb
893,79,8/19/2022,30491535436930,diners-club-carte-blanche
894,89,4/14/2019,560221907273545857,china-unionpay
895,54,6/14/2017,3538764095799314,jcb
896,92,6/14/2022,4844687298106440,visa-electron
897,40,12/19/2020,6767182913927105,solo
898,5,7/19/2020,341773945303451,americanexpress
899,12,7/9/2019,5602222737384561,bankcard
900,75,7/8/2022,503894140364318762,maestro
901,70,11/1/2017,58935791030854493,maestro
902,75,1/16/2018,5602226321490585,bankcard
903,72,8/3/2018,201962034008878,diners-club-enroute
904,10,2/25/2020,4969415219577,visa
905,1,10/21/2020,3538306719285989,jcb
906,70,9/20/2020,30426242853464,diners-club-carte-blanche
907,53,3/27/2018,201652405648465,diners-club-enroute
908,11,12/26/2017,5610398653618693,bankcard
909,36,3/30/2020,3559775527088138,jcb
910,46,10/4/2018,5010123226991989,mastercard
911,2,11/30/2021,3528445797968918,jcb
912,98,3/22/2017,3579068321946644,jcb
913,45,9/24/2017,30090468900969,diners-club-carte-blanche
914,2,12/30/2021,3572632050972092,jcb
915,23,7/18/2017,5471504293715959,mastercard
916,24,7/15/2016,3581701974955217,jcb
917,91,8/19/2019,5610896239060377381,china-unionpay
918,39,6/9/2022,3539087421752644,jcb
919,26,9/5/2021,3562946765596844,jcb
920,91,1/17/2022,4463386500891127,visa
921,35,1/30/2020,3550037718978984,jcb
922,60,5/29/2018,3546180236508185,jcb
923,39,12/13/2021,060407806280998652,maestro
924,70,4/5/2018,675965483459366860,maestro
925,66,9/30/2021,5586289466768108,mastercard
926,98,1/25/2020,3544694029036214,jcb
927,83,12/10/2017,3587405013712613,jcb
928,73,8/2/2018,560225504994039694,china-unionpay
929,98,8/2/2017,3535588866700497,jcb
930,1,5/4/2022,5602258104913236,bankcard
931,48,8/26/2018,3559355149543651,jcb
932,36,11/23/2016,201851444313095,diners-club-enroute
933,76,8/3/2022,6392880693486175,instapayment
934,89,3/2/2022,30226155860633,diners-club-carte-blanche
935,43,1/3/2021,3563240019070577,jcb
936,87,7/29/2017,6762660290967963957,maestro
937,97,8/19/2022,6759436437432608,switch
938,28,8/7/2020,3559121358167693,jcb
939,75,5/11/2021,3587397955817502,jcb
940,55,11/24/2020,5610627546050072,bankcard
941,17,12/19/2017,3574801986285634,jcb
942,46,4/4/2022,30115331051995,diners-club-carte-blanche
943,100,8/16/2020,3533794623193727,jcb
944,92,10/23/2022,3545944107465861,jcb
945,6,9/17/2021,5602229060337974114,china-unionpay
946,21,5/29/2016,5602257264197648,bankcard
947,31,5/28/2022,5602239924033405,bankcard
948,90,6/22/2022,633319195603739261,switch
949,82,6/13/2020,3581640719788170,jcb
950,75,1/22/2020,6761108848020043,maestro
951,22,4/25/2019,3586670057345908,jcb
952,87,5/6/2021,6759978129939549,switch
953,63,1/26/2018,5602255994027424,bankcard
954,14,10/14/2018,5007664320430247,mastercard
955,52,12/19/2021,3551217093432661,jcb
956,60,3/22/2019,5108758176024126,mastercard
957,7,12/14/2019,6759362845233752,switch
958,12,7/6/2017,6759178821669482,switch
959,100,12/31/2016,5100148518838482,mastercard
960,75,9/11/2016,3538395508915427,jcb
961,59,5/30/2021,3530537605368285,jcb
962,89,1/8/2018,3552582267294661,jcb
963,80,7/23/2020,5237612378020909,mastercard
964,24,5/1/2016,5602216214139001,china-unionpay
965,81,10/2/2021,3566541303787413,jcb
966,81,5/15/2017,6334640350609191,solo
967,20,9/25/2018,3528559531625400,jcb
968,100,8/25/2022,3583042787819045,jcb
969,46,2/12/2022,3554757948392757,jcb
970,14,9/24/2017,36541651593411,diners-club-international
971,54,3/17/2018,5177230522256469,mastercard
972,83,7/21/2016,5108759108630246,mastercard
973,100,9/3/2017,4405970453894674,visa-electron
974,4,8/30/2021,3546733705443050,jcb
975,13,1/20/2021,30265311733532,diners-club-carte-blanche
976,70,5/21/2022,3571043897580695,jcb
977,55,4/3/2018,3551891839249801,jcb
978,58,9/6/2020,374622704296648,americanexpress
979,89,4/21/2022,345277186422539,americanexpress
980,79,2/26/2020,3556684204806304,jcb
981,61,5/24/2020,6386177253296930,instapayment
982,82,2/7/2020,3548174998658989,jcb
983,66,11/10/2018,63046504977886857,maestro
984,18,11/17/2019,4175008990035523,visa-electron
985,98,7/5/2018,56022232522274187,china-unionpay
986,41,9/10/2019,3556815528768719,jcb
987,24,8/8/2020,5020791233373173,maestro
988,27,12/7/2019,5108759284407377,mastercard
989,92,9/4/2016,676252329153263640,maestro
990,46,5/24/2018,4508817045596364,visa-electron
991,10,12/6/2021,6334682554641893,solo
992,84,9/5/2018,3585912835915425,jcb
993,39,8/19/2017,3540532325050196,jcb
994,98,3/13/2018,4936379472213320,switch
995,80,3/30/2022,5007668360355214,mastercard
996,64,9/19/2016,3564090151892026,jcb
997,75,1/7/2022,3568989207492002,jcb
998,49,3/16/2019,3581106869863692,jcb
999,68,8/4/2018,3556399526727456,jcb
1000,89,8/24/2017,490308128910952291,switch
